ISBN;Book-Title;Book-Author;Year-Of-Publication;Publisher;Image-URL-L
0142437204;Jane Eyre (Penguin Classics);Charlotte Bronte;2003;Penguin Books;http://images.amazon.com/images/P/0142437204.01.LZZZZZZZ.jpg
0142437212;Complete Stories;Dorothy Parker;2003;Penguin Books;http://images.amazon.com/images/P/0142437212.01.LZZZZZZZ.jpg
0142437220;The Divine Comedy: Inferno (Penguin Classics);Dante Alighieri;2003;Penguin Books;http://images.amazon.com/images/P/0142437220.01.LZZZZZZZ.jpg
0142437239;Don Quixote: The Ingenious Hidalgo De LA Mancha (Penguin Classics);Miguel De Cervantes Saavedra;2003;Penguin Books;http://images.amazon.com/images/P/0142437239.01.LZZZZZZZ.jpg
0142437247;Moby-Dick: Or, the Whale (Penguin Classics);Herman Melville;2003;Penguin Books;http://images.amazon.com/images/P/0142437247.01.LZZZZZZZ.jpg
0142437255;On the Road (Penguin Classics);Jack Kerouac;2003;Penguin Books;http://images.amazon.com/images/P/0142437255.01.LZZZZZZZ.jpg
0142437263;The Scarlet Letter (Penguin Classics);Nathaniel Hawthorne;2003;Penguin Books;http://images.amazon.com/images/P/0142437263.01.LZZZZZZZ.jpg
0142437298;Herzog (Penguin Classics);Saul Bellow;2003;Penguin Books;http://images.amazon.com/images/P/0142437298.01.LZZZZZZZ.jpg
0142437301;The Power and the Glory (Penguin Twentieth-Century Classics);Graham Greene;2003;Penguin Books;http://images.amazon.com/images/P/0142437301.01.LZZZZZZZ.jpg
0142437336;The Crucible (Penguin Classics);Arthur Miller;2003;Penguin Books;http://images.amazon.com/images/P/0142437336.01.LZZZZZZZ.jpg
0142437344;A Portrait of the Artist As a Young Man (Penguin Classics);James Joyce;2003;Penguin Books;http://images.amazon.com/images/P/0142437344.01.LZZZZZZZ.jpg
0142437417;America and Americans and Selected Nonfiction (Penguin Classics);John Steinbeck;2003;Penguin Books;http://images.amazon.com/images/P/0142437417.01.LZZZZZZZ.jpg
0142437433;The Psychopathology of Everyday Life (Penguin Classics);Sigmund Freud;2003;Penguin Books;http://images.amazon.com/images/P/0142437433.01.LZZZZZZZ.jpg
0142437611;Seize the Day (Penguin Classics);Saul Bellow;2003;Penguin Books;http://images.amazon.com/images/P/0142437611.01.LZZZZZZZ.jpg
0142437832;Mr. Sammler's Planet;Saul Bellow;2004;Penguin Books;http://images.amazon.com/images/P/0142437832.01.LZZZZZZZ.jpg
0142437883;The Aleph and Other Stories;Jorge Luis Borges;2004;Penguin Books;http://images.amazon.com/images/P/0142437883.01.LZZZZZZZ.jpg
0142500003;The Gawgon and the Boy;Lloyd Alexander;2003;Puffin Books;http://images.amazon.com/images/P/0142500003.01.LZZZZZZZ.jpg
0142500135;Treasure at the Heart of the Tanglewood;Meredith Ann Pierce;2003;Puffin Books;http://images.amazon.com/images/P/0142500135.01.LZZZZZZZ.jpg
0142500143;The Winter Prince;Elizabeth E. Wein;2003;Puffin Books;http://images.amazon.com/images/P/0142500143.01.LZZZZZZZ.jpg
0142500186;Dial-A-Ghost;Eva Ibbotson;2003;Puffin Books;http://images.amazon.com/images/P/0142500186.01.LZZZZZZZ.jpg
0142500208;Hey Kid, Want to Buy a Bridge (Time Warp Trio);Jon Scieszka;2003;Puffin Books;http://images.amazon.com/images/P/0142500208.01.LZZZZZZZ.jpg
0142500275;A Step from Heaven (Now in Speak!);an Na;2003;Speak;http://images.amazon.com/images/P/0142500275.01.LZZZZZZZ.jpg
0142500291;Viking Pride (Viking);Christopher Tebbetts;2003;Puffin Books;http://images.amazon.com/images/P/0142500291.01.LZZZZZZZ.jpg
0142500372;Enchantress from the Stars;Sylvia Engdahl;2003;Puffin Books;http://images.amazon.com/images/P/0142500372.01.LZZZZZZZ.jpg
0142500380;Glory (Glory);Jodi Lynn;2003;Puffin Books;http://images.amazon.com/images/P/0142500380.01.LZZZZZZZ.jpg
0142500410;The Rose Queen (Missing Persons);M. E. Rabb;2004;Speak;http://images.amazon.com/images/P/0142500410.01.LZZZZZZZ.jpg
0142500429;Chocolate Lover (Missing Persons);M. E. Rabb;2004;Speak;http://images.amazon.com/images/P/0142500429.01.LZZZZZZZ.jpg
014250047X;The Sight;David Clement-Davies;2003;Puffin Books;http://images.amazon.com/images/P/014250047X.01.LZZZZZZZ.jpg
014250050X;Point Blank (Alex Rider Adventure);Anthony Horowitz;2003;Penguin USA (Paper);http://images.amazon.com/images/P/014250050X.01.LZZZZZZZ.jpg
0142500534;Birth of the Firebringer (Firebringer Trilogy, V. 1.);Meredith Ann Pierce;2003;Firebird;http://images.amazon.com/images/P/0142500534.01.LZZZZZZZ.jpg
0142500585;The Edge on the Sword;Rebecca Tingle;2003;Penguin USA (Paper);http://images.amazon.com/images/P/0142500585.01.LZZZZZZZ.jpg
0142500593;Empress of the World;Sara Ryan;2003;Penguin USA (Paper);http://images.amazon.com/images/P/0142500593.01.LZZZZZZZ.jpg
0142500615;Froggy Eats Out;Jonathan London;2003;Puffin Books;http://images.amazon.com/images/P/0142500615.01.LZZZZZZZ.jpg
0142500623;The Grannyman (Picture Puffins);Judith Byron Schachner;2003;Puffin Books;http://images.amazon.com/images/P/0142500623.01.LZZZZZZZ.jpg
0142500682;Notes from a Liar and Her Dog;Gennifer Choldenko;2003;G. P. Putnam's Sons;http://images.amazon.com/images/P/0142500682.01.LZZZZZZZ.jpg
0142500712;Raccoon on His Own (Picture Puffins);Jim Arnosky;2003;Puffin Books;http://images.amazon.com/images/P/0142500712.01.LZZZZZZZ.jpg
0142500739;Soldier X;Don L. Wulffson;2003;Penguin USA (Paper);http://images.amazon.com/images/P/0142500739.01.LZZZZZZZ.jpg
0142500879;The Great Ghost Rescue;Eva Ibbotson;2003;Puffin Books;http://images.amazon.com/images/P/0142500879.01.LZZZZZZZ.jpg
0142500933;Alice's Adventures in Wonderland;Lewis Carroll;2003;Puffin Books;http://images.amazon.com/images/P/0142500933.01.LZZZZZZZ.jpg
0142500941;Red Badge of Courage;Stephen Crane;2003;Puffin Books;http://images.amazon.com/images/P/0142500941.01.LZZZZZZZ.jpg
0142500984;Adventures of Huckleberry Finn;Mark Twain;2003;Puffin Books;http://images.amazon.com/images/P/0142500984.01.LZZZZZZZ.jpg
0142500992;Secret Garden;Frances Hodgson Burnett;2003;Puffin Books;http://images.amazon.com/images/P/0142500992.01.LZZZZZZZ.jpg
0142501018;Black Beauty Promo;Anna Sewell;2003;Puffin Books;http://images.amazon.com/images/P/0142501018.01.LZZZZZZZ.jpg
0142501034;How to Deal;Sarah Dessen;2003;Speak;http://images.amazon.com/images/P/0142501034.01.LZZZZZZZ.jpg
0142501115;Double Fudge;Judy Blume;2003;Puffin Books;http://images.amazon.com/images/P/0142501115.01.LZZZZZZZ.jpg
0142501190;Night's Child (Sweep Super Edition);Cate Tiernan;2003;Penguin USA (Paper);http://images.amazon.com/images/P/0142501190.01.LZZZZZZZ.jpg
0142501204;The Kin;Peter Dickinson;2003;Puffin Books;http://images.amazon.com/images/P/0142501204.01.LZZZZZZZ.jpg
0142501387;Ballet Bug;Christine McDonnell;2003;Puffin Books;http://images.amazon.com/images/P/0142501387.01.LZZZZZZZ.jpg
0142501425;Firebirds: An Anthology of Original Fantasy and Science Fiction;Diana Wynne Jones;2003;Firebird;http://images.amazon.com/images/P/0142501425.01.LZZZZZZZ.jpg
0142501433;The Hidden Land (The Secret Country Trilogy, Vol. 2);Pamela Dean;2003;Puffin Books;http://images.amazon.com/images/P/0142501433.01.LZZZZZZZ.jpg
0142501530;The Secret Country (The Secret Country Trilogy, Vol. 1);Pamela Dean;2003;Puffin Books;http://images.amazon.com/images/P/0142501530.01.LZZZZZZZ.jpg
0142501557;This Lullaby;Sarah Dessen;2004;Speak;http://images.amazon.com/images/P/0142501557.01.LZZZZZZZ.jpg
0142501611;The Whim of the Dragon (The Secret Country Trilogy, Vol. 3);Pamela Dean;2003;Puffin Books;http://images.amazon.com/images/P/0142501611.01.LZZZZZZZ.jpg
0142501913;The House You Pass on the Way;Jacqueline Woodson;2003;Puffin Books;http://images.amazon.com/images/P/0142501913.01.LZZZZZZZ.jpg
0142800082;Hornet Flight;Ken Follett;2002;Penguin Audiobooks;http://images.amazon.com/images/P/0142800082.01.LZZZZZZZ.jpg
0142800295;The Bounty: The True Story of the Mutiny on the Bounty;Caroline Alexander;2003;Penguin Audiobooks;http://images.amazon.com/images/P/0142800295.01.LZZZZZZZ.jpg
0142800821;"Eats, Shoots &amp; Leaves";Lynne Truss;2004;Penguin Audiobooks;http://images.amazon.com/images/P/0142800821.01.LZZZZZZZ.jpg
0143000225;7 Days to Strip Fat Forever;Shane Bilsborough;2003;Penguin Books Australia Ltd.;http://images.amazon.com/images/P/0143000225.01.LZZZZZZZ.jpg
0143001027;Perfect Victim;Elizabeth Southall;2004;Penguin Books;http://images.amazon.com/images/P/0143001027.01.LZZZZZZZ.jpg
0143001124;The Girl From The Sea;James Aldridge;2004;Penguin Books;http://images.amazon.com/images/P/0143001124.01.LZZZZZZZ.jpg
0143001299;Cecilia: An Ex-Nun's Extraordinary Journey;Cecilia Inglis;2003;Penguin Books;http://images.amazon.com/images/P/0143001299.01.LZZZZZZZ.jpg
0143001302;"Boys of Blood &amp; Bone";David Metzenthen;2003;Penguin Books;http://images.amazon.com/images/P/0143001302.01.LZZZZZZZ.jpg
0143012282;The Paperboy's Winter;Tim Bowling;2003;Penguin Books Canada;http://images.amazon.com/images/P/0143012282.01.LZZZZZZZ.jpg
0143012339;Kipligat's Chance;David N. Odhiambo;2004;Penguin Books;http://images.amazon.com/images/P/0143012339.01.LZZZZZZZ.jpg
0143012738;The Corner Garden;Lesley Krueger;2003;Penguin Books Canada;http://images.amazon.com/images/P/0143012738.01.LZZZZZZZ.jpg
0143013289;As She Grows;Lesley Anne Cowan;2003;Penguin Books Canada;http://images.amazon.com/images/P/0143013289.01.LZZZZZZZ.jpg
0143013408;Arrivals: Stories from the History of Ontario;John Bentley Mays;2002;Penguin Books Canada;http://images.amazon.com/images/P/0143013408.01.LZZZZZZZ.jpg
0143013424;The Dutch Wife;Eric McCormack;2002;Penguin Books Canada;http://images.amazon.com/images/P/0143013424.01.LZZZZZZZ.jpg
0143013505;Unusual Heroes: Canada's Prime Ministers and Father of Confederation;Shane Peacock;2002;Penguin Books Canada;http://images.amazon.com/images/P/0143013505.01.LZZZZZZZ.jpg
0143013521;Racing the White Silence: On the Trail of the Yukon Quest;Adam Killick;2002;Penguin Books;http://images.amazon.com/images/P/0143013521.01.LZZZZZZZ.jpg
0143013602;All Hat;Brad Smith;2003;Penguin Books Canada;http://images.amazon.com/images/P/0143013602.01.LZZZZZZZ.jpg
0143013718;Missing Sarah: A Vancouver Woman Remembers Her Vanished Sister;Maggie de Vries;2003;Penguin Books Canada;http://images.amazon.com/images/P/0143013718.01.LZZZZZZZ.jpg
0143013777;All in Good Time;Brian Tobin;2002;Penguin Books Canada;http://images.amazon.com/images/P/0143013777.01.LZZZZZZZ.jpg
0143013831;Bed of Nails;Michael Slade;2003;Penguin Books;http://images.amazon.com/images/P/0143013831.01.LZZZZZZZ.jpg
0143014234;Fire and Ice;Michael Adams;2004;Penguin Books;http://images.amazon.com/images/P/0143014234.01.LZZZZZZZ.jpg
0143016210;Weekend in Paris (Penguin Canada Ed.);Robyn Sisman;2004;Plume Books;http://images.amazon.com/images/P/0143016210.01.LZZZZZZZ.jpg
0143017292;Beginning of Was;Ania Szado;2004;Penguin Books Canada;http://images.amazon.com/images/P/0143017292.01.LZZZZZZZ.jpg
0143018213;Blue Is the Colour of Heaven: A Journey into Afghanistan;Richard Loseby;2003;Penguin Books;http://images.amazon.com/images/P/0143018213.01.LZZZZZZZ.jpg
0143018299;The Fragrance of Basil;Raffaela Delmonte;2003;Penguin Books;http://images.amazon.com/images/P/0143018299.01.LZZZZZZZ.jpg
0143018809;An Absolutely Outrageous Adventure;John Bougen;2004;Penguin Books;http://images.amazon.com/images/P/0143018809.01.LZZZZZZZ.jpg
014302812X;The Merlion and the Hibiscus: Contemporary Short Stories from Singapore and Malaysia;Michelle A. Edwards;2002;Penguin Books;http://images.amazon.com/images/P/014302812X.01.LZZZZZZZ.jpg
0143029339;Dreams of the Dragon's Children;Navroze Contractor;2003;Penguin Books;http://images.amazon.com/images/P/0143029339.01.LZZZZZZZ.jpg
0143029711;The Miniaturist;Kunal Basu;2003;Penguin Books;http://images.amazon.com/images/P/0143029711.01.LZZZZZZZ.jpg
0143033603;Downhill Chance;Donna Morrissey;2002;Penguin Books Canada;http://images.amazon.com/images/P/0143033603.01.LZZZZZZZ.jpg
0143034359;Thursday Next in the Well Of Lost Plots (Thursday Next Novels (Penguin Books));Fforde Jasper;2004;Penguin Books;http://images.amazon.com/images/P/0143034359.01.LZZZZZZZ.jpg
0143034987;A Call to Service;John Kerry;2004;Penguin Books;http://images.amazon.com/images/P/0143034987.01.LZZZZZZZ.jpg
0143035002;Anna Karenina (Oprah's Book Club);Leo Tolstoy;2004;Penguin Books;http://images.amazon.com/images/P/0143035002.01.LZZZZZZZ.jpg
0143300598;The Many Adventures of Singenpoo: All Four Stories in One;Paul Jennings;2002;Penguin Books Australia Ltd;http://images.amazon.com/images/P/0143300598.01.LZZZZZZZ.jpg
0143312014;Fractures: Family Stories;Budge Wilson;2002;Viking/Penguin Books (Nz);http://images.amazon.com/images/P/0143312014.01.LZZZZZZZ.jpg
0143312146;Royal Ransom;Eric Walters;2003;Penguin Books Canada;http://images.amazon.com/images/P/0143312146.01.LZZZZZZZ.jpg
0143312189;Run;Eric Walters;2003;Viking Books;http://images.amazon.com/images/P/0143312189.01.LZZZZZZZ.jpg
0146000064;Rumpole and the Younger Generation (Penguin 60s S.);John Mortimer;1995;Penguin Books Ltd;http://images.amazon.com/images/P/0146000064.01.LZZZZZZZ.jpg
0146000102;The Pavilion on the Links (Penguin 60s S.);Robert Louis Stevenson;1995;Penguin Books Ltd;http://images.amazon.com/images/P/0146000102.01.LZZZZZZZ.jpg
0146000129;Bartleby (Penguin 60s S.);Herman Melville;1995;Penguin Books Ltd;http://images.amazon.com/images/P/0146000129.01.LZZZZZZZ.jpg
0146000145;Baa Baa, Black Sheep (Penguin 60s S.);Rudyard Kipling;1995;Penguin Books Ltd;http://images.amazon.com/images/P/0146000145.01.LZZZZZZZ.jpg
0146000153;Madame De Treymes (Penguin 60s S.);Edith Wharton;1995;Penguin Books;http://images.amazon.com/images/P/0146000153.01.LZZZZZZZ.jpg
014600017X;Village Christmas (Penguin 60s S.);"Miss\ \""Read""";1995;Penguin Books Ltd;http://images.amazon.com/images/P/014600017X.01.LZZZZZZZ.jpg
0146000188;The Haunted Doll's House (Penguin 60s S.);M.R. James;1995;Penguin Books Ltd;http://images.amazon.com/images/P/0146000188.01.LZZZZZZZ.jpg
0146000226;"\An Occurrence at Owl Creek Bridge (Penguin 60s S.)""";Ambrose Bierce;1995;Penguin Books Ltd;http://images.amazon.com/images/P/0146000226.01.LZZZZZZZ.jpg
0146000277;"\The Man with the Twisted Lip (Penguin 60s S.)""";Sir Arthur Conan Doyle;1995;Penguin Books Ltd;http://images.amazon.com/images/P/0146000277.01.LZZZZZZZ.jpg
0146000307;The Emperor's New Clothes (Penguin 60s S.);Hans Christian Andersen;1995;Penguin Books Ltd;http://images.amazon.com/images/P/0146000307.01.LZZZZZZZ.jpg
0146000358;Bon Voyage Mr President Penguin 60;Gabr Garcia Marquez;2002;Penguin Putnam~trade;http://images.amazon.com/images/P/0146000358.01.LZZZZZZZ.jpg
0146000366;The Black Monk (Penguin 60s S.);Anton Chekhov;1995;Penguin Books Ltd;http://images.amazon.com/images/P/0146000366.01.LZZZZZZZ.jpg
0146000374;Four Essays (Penguin 60s S.);Michel De Montaigne;1995;Penguin Books Ltd;http://images.amazon.com/images/P/0146000374.01.LZZZZZZZ.jpg
0146000404;A Taste of Life (Penguin 60s S.);Sara Paretsky;1995;Penguin USA;http://images.amazon.com/images/P/0146000404.01.LZZZZZZZ.jpg
0146000447;Five Letters From an Eastern Empire;Alasdair Gray;2002;Penguin Putnam~trade;http://images.amazon.com/images/P/0146000447.01.LZZZZZZZ.jpg
0146000463;Matilda's England (Penguin 60s S.);William Trevor;1995;Penguin Books Ltd;http://images.amazon.com/images/P/0146000463.01.LZZZZZZZ.jpg
0146000501;Penis Is as Penis Does;Anonymous;2000;Penguin USA (Paper);http://images.amazon.com/images/P/0146000501.01.LZZZZZZZ.jpg
0146000552;"\ Lamb to the Slaughter and Other Stories (Penguin 60s S.)""";Roald Dahl;1995;Penguin Books Ltd;http://images.amazon.com/images/P/0146000552.01.LZZZZZZZ.jpg
0146000595;Let Them Call It Jazz and Other Stories (Penguin 60s S.);Jean Rhys;1995;Penguin Books Ltd;http://images.amazon.com/images/P/0146000595.01.LZZZZZZZ.jpg
0146000633;Meditations (Penguin 60s S.);Emperor of Rome Marcus Aurelius;1995;Penguin Books Ltd;http://images.amazon.com/images/P/0146000633.01.LZZZZZZZ.jpg
0146000749;Umney's Last Case (Penguin 60s S.);Stephen King;1996;Penguin Books;http://images.amazon.com/images/P/0146000749.01.LZZZZZZZ.jpg
014600082X;Dead;James Joyce;1995;Viking Penguin Inc;http://images.amazon.com/images/P/014600082X.01.LZZZZZZZ.jpg
0146000889;The Teachings of Jesus Christ;Disciples;1995;Dutton Books;http://images.amazon.com/images/P/0146000889.01.LZZZZZZZ.jpg
0146000943;Young Goodman Brown;Nathaniel Hawthorne;1995;Viking Penguin Inc;http://images.amazon.com/images/P/0146000943.01.LZZZZZZZ.jpg
0146001001;Fireside chats;Franklin D Roosevelt;1995;Penguin Books;http://images.amazon.com/images/P/0146001001.01.LZZZZZZZ.jpg
0146001036;Nature;Ralph Waldo Emerson;1995;Penguin USA;http://images.amazon.com/images/P/0146001036.01.LZZZZZZZ.jpg
0146001079;Blue Rose;Peter Straub;2002;Penguin Putnam~mass;http://images.amazon.com/images/P/0146001079.01.LZZZZZZZ.jpg
0146001338;Hot and Spicy Floyd (Penguin 60s);Keith Floyd;1996;Penguin;http://images.amazon.com/images/P/0146001338.01.LZZZZZZZ.jpg
0146001532;A Simple Heart (Penguin Classics 60s);Gustave Flaubert;1995;Penguin;http://images.amazon.com/images/P/0146001532.01.LZZZZZZZ.jpg
0146001540;Meeting Dr Johnson (Penguin Classics 60s);James Boswell;1995;Penguin;http://images.amazon.com/images/P/0146001540.01.LZZZZZZZ.jpg
0146001699;The Lifted Veil (Penguin Classics 60s);George Eliot;1995;Penguin;http://images.amazon.com/images/P/0146001699.01.LZZZZZZZ.jpg
0146001702;"\The Yellow Wallpaper\"" and Other Stories (Penguin Classics 60s)""";Charlotte Perkins Gilman;1995;Penguin;http://images.amazon.com/images/P/0146001702.01.LZZZZZZZ.jpg
0146001761;The Dream of the Red Chamber (Penguin Classics 60s);Cao Xuecin;1995;Penguin;http://images.amazon.com/images/P/0146001761.01.LZZZZZZZ.jpg
0146001788;"The judgement ;: And, In the penal colony (Penguin 60s classics)";Franz Kafka;1995;Penguin Books;http://images.amazon.com/images/P/0146001788.01.LZZZZZZZ.jpg
0146001826;The Pleasures and Pains of Opium (Penguin Classics 60s);Thomas de Quincey;1995;Penguin;http://images.amazon.com/images/P/0146001826.01.LZZZZZZZ.jpg
0146001834;The Education of Frederick Douglass (Penguin Classics 60s);Frederick Douglass;1995;Penguin;http://images.amazon.com/images/P/0146001834.01.LZZZZZZZ.jpg
0146001885;Souls Belated (Penguin Classics 60s);Edith Wharton;1995;Penguin;http://images.amazon.com/images/P/0146001885.01.LZZZZZZZ.jpg
0146001923;Mina Laury (Penguin Classics 60s);Charlotte Bronte;1995;Penguin;http://images.amazon.com/images/P/0146001923.01.LZZZZZZZ.jpg
0146001958;"\ Civil Disobedience\"" and \""Reading\"" (Penguin Classics 60s)""";Henry David Thoreau;1995;Penguin;http://images.amazon.com/images/P/0146001958.01.LZZZZZZZ.jpg
0146002067;To War in Spain (Penguin 60s);Laurie Lee;1996;Penguin;http://images.amazon.com/images/P/0146002067.01.LZZZZZZZ.jpg
0146003306;"\The Little Mermaid\"" and Other Fairy Tales (Penguin Children's 60s)""";Hans Christian Anderson;1996;Penguin;http://images.amazon.com/images/P/0146003306.01.LZZZZZZZ.jpg
0146003608;Tales from Herodotus (Penguin Classics);Herodotus;1997;Penguin Books Ltd;http://images.amazon.com/images/P/0146003608.01.LZZZZZZZ.jpg
014600373X;Shakespeare's Sonnets;William Shakespeare;2004;Penguin Books Ltd;http://images.amazon.com/images/P/014600373X.01.LZZZZZZZ.jpg
0146003772;To Be or Not to Be: Shakespeare's Soliloquies;Michael Kerrigan;2003;Penguin Books;http://images.amazon.com/images/P/0146003772.01.LZZZZZZZ.jpg
0147712033;The Mitford Years Box Set, Volumes 1-3: At Home in Mitford, A Light in the Window, and These High, Green Hills;Jan Karon;1997;Penguin Putnam Books for Young Readers;http://images.amazon.com/images/P/0147712033.01.LZZZZZZZ.jpg
